query_no,query,cardinality_predict,cardinality_true,latency_ms,generated_spn_calls,latency_generated_code
0,SELECT COUNT(*) FROM cast_info ci WHERE ci.person_id=172968;,1.0,838,1.4620000001741573,0,0.0
2812,"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.kind_id<7 AND t.production_year<1985 AND mc.company_type_id=1;",6260581.919189796,9445862,24.968400000943802,0,0.0
2813,"SELECT COUNT(*) FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND mk.keyword_id>10316;",77021365.74370469,80092062,3.6340999940875918,0,0.0
2814,"SELECT COUNT(*) FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.production_year>1966 AND mk.keyword_id>108;",128547001.34230919,183490804,16.581399999267887,0,0.0
2815,"SELECT COUNT(*) FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id<7 AND t.production_year<1911 AND mc.company_type_id=1;",22646.831988060672,27917,5.520200000319164,0,0.0
2816,"SELECT COUNT(*) FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year>1914 AND mi_idx.info_type_id<100;",115823.92797504645,313707,5.5155000009108335,0,0.0
2817,"SELECT COUNT(*) FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.production_year>1970 AND ci.person_id<2620054 AND ci.role_id<4 AND mi.info_type_id>5;",133930183.14263055,150617951,11.88679999904707,0,0.0
2818,SELECT COUNT(*) FROM movie_keyword mk WHERE mk.keyword_id>3618;,1719171.312030071,2501999,1.7576000027474947,0,0.0
2819,SELECT COUNT(*) FROM movie_companies mc WHERE mc.company_id<71360 AND mc.company_type_id=1;,820726.8169581485,1274246,2.664100000401959,0,0.0
2820,"SELECT COUNT(*) FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.production_year=1940 AND mi.info_type_id<3;",3911.2490915595654,3843,2.2965000025578775,0,0.0
2821,SELECT COUNT(*) FROM cast_info ci WHERE ci.person_id>3123422;,5328788.432256006,5359286,1.1325000014039688,0,0.0
2822,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.kind_id=1 AND t.production_year<2012 AND mc.company_id<14038 AND mc.company_type_id<2;",13034939.345369834,32385043,28.168199998617638,0,0.0
2823,SELECT COUNT(*) FROM cast_info ci WHERE ci.person_id>520862;,30585994.561023027,30844764,1.2342999980319291,0,0.0
2824,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.production_year>1977 AND mc.company_id=17460 AND mi_idx.info_type_id>100;",620.8824703096651,1878,18.25739999912912,0,0.0
2825,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id>1 AND t.production_year=1972;",42430.899356237955,20641,24.813599993649404,0,0.0
2826,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<4 AND mc.company_type_id<2;",872947.1299792605,1735350,18.669500001124106,0,0.0
2827,"SELECT COUNT(*) FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year=2005 AND mk.keyword_id<16141;",89569.19273416213,130498,3.434599995671306,0,0.0
2828,SELECT COUNT(*) FROM cast_info ci WHERE ci.person_id>180997 AND ci.role_id=1;,11294229.688381616,11354879,1.6871000043465756,0,0.0
2829,"SELECT COUNT(*) FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.production_year=1947 AND mc.company_id>67911 AND mc.company_type_id=2;",499.06931273232993,772,5.763799999840558,0,0.0
2830,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.kind_id>1 AND t.production_year<1945 AND mc.company_id>663;",643065.5384896648,308,26.619700001901947,0,0.0
2831,"SELECT COUNT(*) FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id=1 AND t.production_year>2012 AND ci.role_id=1 AND mk.keyword_id>92804;",5315.901024209256,13261,27.757399999245536,0,0.0
2832,"SELECT COUNT(*) FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year>1969 AND mk.keyword_id>5445;",1167378.042685765,1675097,3.4355999960098416,0,0.0
2833,"SELECT COUNT(*) FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id>1 AND t.production_year>1958;",5103280.169663958,7103427,5.448099997011013,0,0.0
2834,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND mc.company_id=9557;",15067.987791466536,13582,7.536800003435928,0,0.0
2835,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.production_year=2011 AND mc.company_id>6008 AND mc.company_type_id<2;",24291.380410049565,36983,15.966800005116966,0,0.0
2836,SELECT COUNT(*) FROM movie_companies mc WHERE mc.company_id<11792;,882955.4260265873,1370630,2.1183999997447245,0,0.0
2837,SELECT COUNT(*) FROM movie_companies mc WHERE mc.company_id<1260 AND mc.company_type_id=2;,143778.28942369908,197684,2.4253000010503456,0,0.0
2838,SELECT COUNT(*) FROM movie_keyword mk WHERE mk.keyword_id=14913;,202.2729736437746,294,1.6967999981716275,0,0.0
2839,"SELECT COUNT(*) FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.kind_id>1 AND t.production_year<1988;",67257.94643791237,156876,4.107300002942793,0,0.0
2840,SELECT COUNT(*) FROM movie_keyword mk WHERE mk.keyword_id=22133;,4.816023181993388,7,1.8061000009765849,0,0.0
2841,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mc.company_id<846 AND mc.company_type_id=2 AND mk.keyword_id=4333;",1866.9929831614718,1207,9.862400002020877,0,0.0
2842,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.production_year>1958;",18751216.41791978,30295684,13.385099999140948,0,0.0
2843,"SELECT COUNT(*) FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.production_year<2010 AND ci.person_id>999029 AND ci.role_id=3 AND mi.info_type_id>16;",4126626.8113506422,5157653,11.857099998451304,0,0.0
2844,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.production_year<1967 AND mi_idx.info_type_id=99;",77685.09625742819,218616,23.293199999898206,0,0.0
2845,"SELECT COUNT(*) FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id<2 AND mk.keyword_id<5549;",2983156.950191939,3972373,6.328399998892564,0,0.0
2846,SELECT COUNT(*) FROM movie_companies mc WHERE mc.company_id>11377 AND mc.company_type_id=1;,244606.431968488,383770,2.8369999999995343,0,0.0
2847,"SELECT COUNT(*) FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.kind_id>1 AND t.production_year>2006 AND ci.person_id>3424824 AND ci.role_id>3;",12700953.723421529,6962778,18.54800000000978,0,0.0
2848,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.kind_id=7 AND t.production_year=1969 AND mc.company_id<24466;",45734.68517204321,49466,27.258699999947567,0,0.0
2849,SELECT COUNT(*) FROM movie_companies mc WHERE mc.company_id>2298 AND mc.company_type_id=1;,451503.982801734,675053,2.6889000000664964,0,0.0
2850,"SELECT COUNT(*) FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id=4607;",1366.3745770630921,1986,1.7905999993672594,0,0.0
2851,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND mc.company_id=313 AND mc.company_type_id<2 AND mi.info_type_id<18;",2251.394268637547,157,8.307900003273971,0,0.0
2852,"SELECT COUNT(*) FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.kind_id=7 AND t.production_year>1995 AND mi_idx.info_type_id>100;",540593.3509348459,711975,6.9561999989673495,0,0.0
2853,"SELECT COUNT(*) FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id=1 AND mk.keyword_id<310;",156516.68990957935,214117,4.533199993602466,0,0.0
2854,"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND mc.company_id<63 AND mc.company_type_id>1;",1190574.5371584035,911328,7.950199993501883,0,0.0
2855,SELECT COUNT(*) FROM movie_companies mc WHERE mc.company_id=28339 AND mc.company_type_id>1;,912.5879840939295,2905,2.5859000015771016,0,0.0
2856,SELECT COUNT(*) FROM cast_info ci WHERE ci.person_id<1602074;,16088987.532369709,16171946,1.3927999971201643,0,0.0
2857,SELECT COUNT(*) FROM cast_info ci WHERE ci.person_id<2902560;,28250615.626423832,28494929,1.1585999964154325,0,0.0
2858,"SELECT COUNT(*) FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.kind_id>1 AND t.production_year>1965 AND ci.person_id>1677678 AND ci.role_id=2;",30856068.171358123,24192514,21.534699997573625,0,0.0
2859,SELECT COUNT(*) FROM movie_companies mc WHERE mc.company_id=86997 AND mc.company_type_id=2;,124.3299776184154,193,2.868300005502533,0,0.0
2860,SELECT COUNT(*) FROM title t WHERE t.kind_id>2 AND t.production_year=1970;,3525.261298828024,9845,3.8152999986778013,0,0.0
2861,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.kind_id=7 AND t.production_year<2005 AND mc.company_type_id=2 AND mi.info_type_id>16;",269017.9801056197,284402,26.06489999743644,0,0.0
2862,"SELECT COUNT(*) FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.production_year>2012 AND mi.info_type_id<108;",7160996.048057292,7427233,12.265600002137944,0,0.0
2863,SELECT COUNT(*) FROM movie_companies mc WHERE mc.company_id<22672 AND mc.company_type_id=2;,364256.8250441968,562741,2.7784999983850867,0,0.0
2864,SELECT COUNT(*) FROM cast_info ci WHERE ci.person_id>2345931;,13207355.591608824,13272857,1.142599998274818,0,0.0
2865,SELECT COUNT(*) FROM movie_keyword mk WHERE mk.keyword_id=51149;,26.832129156820994,39,2.481900002749171,0,0.0
2866,SELECT COUNT(*) FROM cast_info ci WHERE ci.person_id<2399269 AND ci.role_id=8;,844803.4208755369,851242,1.7663999969954602,0,0.0
2867,"SELECT COUNT(*) FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.production_year<1958 AND mi.info_type_id=98;",587351.6250379006,692200,4.269099998055026,0,0.0
2868,"SELECT COUNT(*) FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.kind_id>3 AND t.production_year<2003 AND mi_idx.info_type_id>100;",33004.32875406977,90768,5.517000005056616,0,0.0
2869,"SELECT COUNT(*) FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND t.production_year>2009 AND mk.keyword_id=2401;",80.90549416666367,90,8.56920000660466,0,0.0
2870,"SELECT COUNT(*) FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND mk.keyword_id=23268;",4942.47007595662,1070,1.1627999992924742,0,0.0
2871,"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.kind_id=7 AND t.production_year>2012 AND ci.role_id<3;",352994.8542828286,184193,25.34670000022743,0,0.0
2872,"SELECT COUNT(*) FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.kind_id<7 AND t.production_year=2001 AND ci.role_id=8;",367333.0216918392,234414,20.357199995487463,0,0.0
2873,"SELECT COUNT(*) FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id<2 AND t.production_year=1963 AND ci.person_id>565167 AND ci.role_id<10 AND mk.keyword_id<2276;",74269.31334003348,118255,28.03759999369504,0,0.0
2874,SELECT COUNT(*) FROM cast_info ci WHERE ci.person_id=2943324;,1.0,39,1.247300002432894,0,0.0
2875,"SELECT COUNT(*) FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.production_year=1990 AND mi.info_type_id>2 AND mk.keyword_id<247;",204928.69011722042,167982,4.825999996683095,0,0.0
2876,"SELECT COUNT(*) FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id<6 AND t.production_year=1997;",162479.1716380438,150085,3.8820999980089255,0,0.0
2877,SELECT COUNT(*) FROM movie_companies mc WHERE mc.company_id>76208 AND mc.company_type_id=2;,300792.223468594,466926,2.592600001662504,0,0.0
2878,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND mc.company_id>5099 AND mc.company_type_id<2;",248425.139631593,26207,15.388699997856747,0,0.0
2879,"SELECT COUNT(*) FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.production_year>1981;",29265421.54237945,29447348,1.5650999994250014,0,0.0
2880,SELECT COUNT(*) FROM cast_info ci WHERE ci.person_id=1306541 AND ci.role_id>2;,1.0,148,1.8658999979379587,0,0.0
2881,"SELECT COUNT(*) FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year>2007 AND mi_idx.info_type_id=101;",31995.379106547418,65087,5.408999997598585,0,0.0
2882,"SELECT COUNT(*) FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.production_year=1997 AND ci.role_id>6 AND mk.keyword_id=12080;",247.42252854501567,1286,17.70579999720212,0,0.0
2883,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND mk.keyword_id<4333;",782054.8664248488,706404,14.315799999167211,0,0.0
2884,"SELECT COUNT(*) FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND ci.person_id=280445 AND ci.role_id<3 AND mi.info_type_id=16;",2.217458758120068,132,8.193600006052293,0,0.0
2885,"SELECT COUNT(*) FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.production_year=2010 AND mk.keyword_id>29317;",1096885.5338866457,1437039,4.670900001656264,0,0.0
2886,"SELECT COUNT(*) FROM title t,cast_info ci,movie_info_idx mi_idx WHERE t.id=ci.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year>1998 AND mi_idx.info_type_id>100;",1822676.2444965872,4456708,28.664700002991594,0,0.0
2887,"SELECT COUNT(*) FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id=7 AND t.production_year=1968 AND mi.info_type_id>2;",32194.146707572636,27620,4.345399996964261,0,0.0
2888,"SELECT COUNT(*) FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.production_year>2011 AND mi_idx.info_type_id<100 AND mk.keyword_id<27642;",54594.316746372235,64674,7.628200000908691,0,0.0
2889,"SELECT COUNT(*) FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND t.production_year=2008 AND ci.role_id<4;",5314151.039912894,5482738,13.929400003689807,0,0.0
2890,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND mk.keyword_id<1748;",7647769.563358239,9358374,8.13930000003893,0,0.0
2891,"SELECT COUNT(*) FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year>2009 AND mi_idx.info_type_id>100;",21161.961132570268,38667,5.542499995499384,0,0.0
2892,"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND mc.company_id>159 AND mc.company_type_id>1;",23043019.661184516,31278533,8.440199999313336,0,0.0
2893,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mc.company_id>262;",2233020.4508463447,3474564,7.030300002952572,0,0.0
2894,"SELECT COUNT(*) FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id>11849;",795237.7569938386,1234719,2.120700002706144,0,0.0
2895,"SELECT COUNT(*) FROM title t,movie_info_idx mi_idx WHERE t.id=mi_idx.movie_id AND t.kind_id<7 AND t.production_year=1980 AND mi_idx.info_type_id>101;",1.0312748140538575,4,5.399900001066271,0,0.0
2896,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id<6 AND t.production_year<2012;",18349304.656906065,32172330,26.112699997611344,0,0.0
2897,"SELECT COUNT(*) FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id>3 AND mk.keyword_id>10926;",311606.14880285185,452271,4.626500005542766,0,0.0
2898,"SELECT COUNT(*) FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND t.production_year>1938 AND mi.info_type_id>3 AND mk.keyword_id>9316;",73520302.7278174,76521120,6.479600000602659,0,0.0
2899,SELECT COUNT(*) FROM movie_keyword mk WHERE mk.keyword_id<15937;,2304644.9302150747,3352974,1.839999997173436,0,0.0
2900,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND mc.company_id<225;",346033.2439765948,537661,6.958099998882972,0,0.0
2901,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.kind_id<7 AND t.production_year<2003 AND mc.company_type_id<2 AND mi.info_type_id=8;",752099.2487312199,696244,26.70189999480499,0,0.0
2902,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info mi WHERE t.id=mc.movie_id AND t.id=mi.movie_id AND t.production_year>2003 AND mc.company_id>2187 AND mc.company_type_id=1;",5593272.859749593,10934723,17.321500003163237,0,0.0
2903,"SELECT COUNT(*) FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND t.kind_id=4 AND mc.company_id<71767 AND mc.company_type_id=2;",33556.68905748114,42638,5.248299996310379,0,0.0
2904,SELECT COUNT(*) FROM cast_info ci WHERE ci.person_id>1860955 AND ci.role_id>4;,6951365.731330018,6989856,1.6383000038331375,0,0.0
2905,"SELECT COUNT(*) FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id<2 AND t.production_year=1970 AND ci.role_id=1;",29954.710943293165,30117,4.492599997320212,0,0.0
2906,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_keyword mk WHERE t.id=mc.movie_id AND t.id=mk.movie_id AND t.kind_id=7 AND t.production_year<2000 AND mc.company_type_id<2;",760747.6563568048,263625,28.344500002276618,0,0.0
2907,SELECT COUNT(*) FROM movie_companies mc WHERE mc.company_id=7732;,294.3979262778065,457,2.4466999966534786,0,0.0
2908,"SELECT COUNT(*) FROM title t,movie_info mi,movie_info_idx mi_idx WHERE t.id=mi.movie_id AND t.id=mi_idx.movie_id AND t.production_year>1997 AND mi.info_type_id>1 AND mi_idx.info_type_id>99;",4948452.254509156,6886387,6.147199994302355,0,0.0
2909,SELECT COUNT(*) FROM movie_companies mc WHERE mc.company_id=79126 AND mc.company_type_id=2;,41.87279038962491,65,2.867200004402548,0,0.0
2910,"SELECT COUNT(*) FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id=56116;",1.0,2,1.4110000047367066,0,0.0
2911,SELECT COUNT(*) FROM movie_keyword mk WHERE mk.keyword_id>27864;,462984.2605815798,672939,1.803500003006775,0,0.0
2912,"SELECT COUNT(*) FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.production_year<1991 AND mi_idx.info_type_id<100;",1010386.6653941252,1429985,6.782199998269789,0,0.0
2913,"SELECT COUNT(*) FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.production_year<1999 AND mk.keyword_id=918;",1184.5872845057488,582,6.162999998196028,0,0.0
2914,"SELECT COUNT(*) FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND mk.keyword_id=398;",279131.8814325706,327572,1.1647999999695458,0,0.0
2915,SELECT COUNT(*) FROM movie_companies mc WHERE mc.company_id<14075;,973237.6714840396,1510777,2.2415999992517754,0,0.0
2916,"SELECT COUNT(*) FROM title t,movie_companies mc,movie_info_idx mi_idx WHERE t.id=mc.movie_id AND t.id=mi_idx.movie_id AND t.kind_id<7 AND mc.company_id>166;",1789824.6817180743,2961356,15.152799998759292,0,0.0
2917,"SELECT COUNT(*) FROM title t,movie_info_idx mi_idx,movie_keyword mk WHERE t.id=mi_idx.movie_id AND t.id=mk.movie_id AND t.production_year=2008 AND mi_idx.info_type_id<100 AND mk.keyword_id>2330;",69266.68549632277,91293,7.690799997362774,0,0.0
2918,"SELECT COUNT(*) FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND ci.role_id<4 AND mk.keyword_id=2053;",39859.26644834312,47507,6.601399996725377,0,0.0
2919,"SELECT COUNT(*) FROM title t,cast_info ci,movie_keyword mk WHERE t.id=ci.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND t.production_year=1948 AND ci.person_id<1709149 AND ci.role_id=3 AND mk.keyword_id>10018;",10430.625320907597,4565,30.136599998513702,0,0.0
2920,SELECT COUNT(*) FROM cast_info ci WHERE ci.person_id>1150074 AND ci.role_id>4;,7786538.817959046,7847419,1.7512999984319322,0,0.0
2921,SELECT COUNT(*) FROM movie_companies mc WHERE mc.company_id=11322 AND mc.company_type_id=1;,137.23694758486508,260,3.423299996939022,0,0.0
2922,SELECT COUNT(*) FROM movie_keyword mk WHERE mk.keyword_id=5961;,635.0270567116835,923,1.8510000008973293,0,0.0
2923,"SELECT COUNT(*) FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id<3 AND mk.keyword_id<2346;",745883.4858487524,1083160,4.4060000000172295,0,0.0
2924,"SELECT COUNT(*) FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.production_year>1990 AND mi.info_type_id<3;",25842088.823609233,25738007,12.42869999987306,0,0.0
2925,"SELECT COUNT(*) FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id<2 AND mk.keyword_id>14586;",525730.1800654123,764239,4.509200000029523,0,0.0
2926,SELECT COUNT(*) FROM movie_keyword mk WHERE mk.keyword_id=6772;,5.504026493761898,8,1.728000002913177,0,0.0
2927,"SELECT COUNT(*) FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year>2011 AND mk.keyword_id<7329;",57469.89116166677,84190,3.4075000003213063,0,0.0
2928,"SELECT COUNT(*) FROM title t,movie_info mi,movie_keyword mk WHERE t.id=mi.movie_id AND t.id=mk.movie_id AND t.kind_id<7 AND t.production_year=2010 AND mi.info_type_id=2 AND mk.keyword_id>270;",107061.15609867018,126500,6.704600004013628,0,0.0
2929,"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND mc.company_id<4992 AND mc.company_type_id=1 AND ci.role_id=3;",1682706.0190805665,2833992,9.351900000183377,0,0.0
2930,"SELECT COUNT(*) FROM title t,cast_info ci,movie_info mi WHERE t.id=ci.movie_id AND t.id=mi.movie_id AND t.kind_id>1 AND t.production_year>1975;",122505763.2726093,124888658,21.684100000129547,0,0.0
2931,"SELECT COUNT(*) FROM title t,movie_info mi WHERE t.id=mi.movie_id AND t.kind_id=1 AND t.production_year<2010 AND mi.info_type_id=1;",365463.3426350408,337372,4.507800003921147,0,0.0
2932,"SELECT COUNT(*) FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.production_year>1986 AND mk.keyword_id<1738;",592124.4327619488,870812,4.216699999233242,0,0.0
2933,"SELECT COUNT(*) FROM title t,cast_info ci WHERE t.id=ci.movie_id AND t.kind_id>4 AND t.production_year<1979 AND ci.role_id>4;",661133.4982852772,368988,4.380400001537055,0,0.0
2934,"SELECT COUNT(*) FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id>1 AND t.production_year>1991;",776851.6902107126,1245303,5.327400001988281,0,0.0
2935,SELECT COUNT(*) FROM movie_keyword mk WHERE mk.keyword_id<27228;,2634338.181198129,3832177,1.7385999963153154,0,0.0
2936,SELECT COUNT(*) FROM cast_info ci WHERE ci.person_id<809378 AND ci.role_id<3;,5920321.614063945,5971544,1.6298000045935623,0,0.0
2937,"SELECT COUNT(*) FROM title t,movie_companies mc,cast_info ci WHERE t.id=mc.movie_id AND t.id=ci.movie_id AND t.production_year<2012 AND mc.company_id>223212 AND ci.person_id<659932 AND ci.role_id<2;",25159.9864940073,36089,15.358899996499531,0,0.0
2938,"SELECT COUNT(*) FROM title t,cast_info ci WHERE t.id=ci.movie_id AND ci.person_id<1690014 AND ci.role_id>1;",4747702.984740709,4774075,1.853800000390038,0,0.0
2939,"SELECT COUNT(*) FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id=1 AND mk.keyword_id>2297;",1292523.4284845633,1901317,4.671899994718842,0,0.0
2940,SELECT COUNT(*) FROM movie_keyword mk WHERE mk.keyword_id<7350;,1824496.7182403188,2651872,1.6251000051852316,0,0.0
2941,SELECT COUNT(*) FROM movie_keyword mk WHERE mk.keyword_id<6887;,1782178.322540135,2590363,2.6629999993019737,0,0.0
2942,"SELECT COUNT(*) FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND t.kind_id=1 AND t.production_year<2002 AND mk.keyword_id>14873;",309200.2986229109,487301,7.035499998892192,0,0.0
2943,"SELECT COUNT(*) FROM title t,movie_companies mc WHERE t.id=mc.movie_id AND mc.company_id<252 AND mc.company_type_id<2;",173823.01079244178,304780,3.0019000041647814,0,0.0
2944,SELECT COUNT(*) FROM cast_info ci WHERE ci.person_id>2075441;,15542328.589555224,15622776,1.186900000902824,0,0.0
2945,"SELECT COUNT(*) FROM title t,movie_keyword mk WHERE t.id=mk.movie_id AND mk.keyword_id<917;",671490.5442290786,975999,1.705399998172652,0,0.0
