query_no,query,cardinality_predict,cardinality_true,latency_ms,generated_spn_calls,latency_generated_code
0,"SELECT COUNT(*) FROM orders o,lineitem l WHERE o.o_orderkey=l.l_orderkey AND l.l_discount<0.06;",3274125.9999999995,3274126,0.5507999994733837,0,0.0
882,"SELECT COUNT(*) FROM lineitem l,orders o WHERE o.o_orderkey=l.l_orderkey AND o.o_custkey<57244;",2290157.9999999767,2290158,0.6774000003133551,0,0.0
883,"SELECT COUNT(*) FROM lineitem l,partsupp ps WHERE ps.ps_id=l.l_ps_id AND l.l_orderkey>5192098 AND l.l_discount>0.03 AND l.l_linenumber=1;",128553.2263175317,128670,2.1801000002596993,0,0.0
884,"SELECT COUNT(*) FROM supplier s,nation n WHERE n.n_nationkey=s.s_nationkey AND n.n_regionkey<4 AND s.s_acctbal<7484.17;",6153.350999999453,6133,0.43929999992542434,0,0.0
885,"SELECT COUNT(*) FROM region r,nation n WHERE r.r_regionkey=n.n_regionkey;",25.0,25,0.2393000004303758,0,0.0
886,"SELECT COUNT(*) FROM nation n,region r WHERE r.r_regionkey=n.n_regionkey AND n.n_regionkey=1;",5.0,5,0.4055999997945037,0,0.0
887,"SELECT COUNT(*) FROM nation n,customer c WHERE n.n_nationkey=c.c_nationkey;",149999.99999999994,150000,0.35519999983080197,0,0.0
888,"SELECT COUNT(*) FROM lineitem l,partsupp ps WHERE ps.ps_id=l.l_ps_id AND l.l_linenumber=5 AND l.l_partkey<116821 AND ps.ps_partkey>32634;",270309.9603406425,271084,5.902200000491575,0,0.0
889,"SELECT COUNT(*) FROM customer c,orders o WHERE c.c_custkey=o.o_custkey AND c.c_acctbal=7063.31 AND o.o_totalprice=91886.97;",1.0,0,3.139700000247103,0,0.0
890,"SELECT COUNT(*) FROM lineitem l,partsupp ps WHERE ps.ps_id=l.l_ps_id AND l.l_quantity>11.0 AND l.l_tax<0.0 AND ps.ps_supplycost>900.16;",1.0,0,1.822399999582558,0,0.0
891,"SELECT COUNT(*) FROM lineitem l,orders o WHERE o.o_orderkey=l.l_orderkey AND l.l_linenumber<2;",1500000.0,1500000,1.8996999997398234,0,0.0
892,"SELECT COUNT(*) FROM orders o,lineitem l WHERE o.o_orderkey=l.l_orderkey AND l.l_partkey<197878 AND l.l_suppkey<543 AND l.l_extendedprice=7687.76;",1.0,0,2.169999999750871,0,0.0
893,"SELECT COUNT(*) FROM customer c,orders o WHERE c.c_custkey=o.o_custkey AND c.c_nationkey=16 AND o.o_totalprice<63018.05 AND c.c_acctbal=8212.66;",1.0,0,2.3997999996936414,0,0.0
894,"SELECT COUNT(*) FROM partsupp ps,supplier s WHERE s.s_suppkey=ps.ps_suppkey;",800000.0,800000,0.2901999996538507,0,0.0
895,"SELECT COUNT(*) FROM lineitem l,partsupp ps WHERE ps.ps_id=l.l_ps_id AND ps.ps_partkey=14903 AND ps.ps_availqty>8799;",5.749369123281834,0,2.748500000052445,0,0.0
896,"SELECT COUNT(*) FROM region r,nation n WHERE r.r_regionkey=n.n_regionkey AND n.n_regionkey>0;",20.000000000000004,20,0.6794000000809319,0,0.0
897,"SELECT COUNT(*) FROM part p,partsupp ps WHERE p.p_partkey=ps.ps_partkey AND ps.ps_availqty<2520 AND p.p_size>21;",116301.3086399999,116648,0.9215000000040163,0,0.0
898,"SELECT COUNT(*) FROM supplier s,nation n WHERE n.n_nationkey=s.s_nationkey AND n.n_regionkey=4;",2019.0000000000011,2019,0.28589999965333845,0,0.0
899,"SELECT COUNT(*) FROM nation n,customer c WHERE n.n_nationkey=c.c_nationkey AND c.c_acctbal=6599.57;",2.0000000000018643,2,0.4611000003933441,0,0.0
900,"SELECT COUNT(*) FROM partsupp ps,supplier s WHERE s.s_suppkey=ps.ps_suppkey AND ps.ps_supplycost>701.4 AND ps.ps_availqty<8154;",194843.39961131755,194703,0.5163999994692858,0,0.0
901,"SELECT COUNT(*) FROM lineitem l,orders o WHERE o.o_orderkey=l.l_orderkey;",6001215.0,6001215,0.44239999988349155,0,0.0
902,"SELECT COUNT(*) FROM partsupp ps,part p WHERE p.p_partkey=ps.ps_partkey;",800000.0,800000,0.32869999995455146,0,0.0
903,"SELECT COUNT(*) FROM part p,partsupp ps WHERE p.p_partkey=ps.ps_partkey AND ps.ps_suppkey<7360 AND ps.ps_availqty<2702 AND p.p_retailprice>1101.19 AND ps.ps_supplycost=555.24 AND p.p_size>17;",1.1694885684714995,0,1.0148999999728403,0,0.0
904,"SELECT COUNT(*) FROM lineitem l,orders o WHERE o.o_orderkey=l.l_orderkey;",6001215.0,6001215,0.23019999935058877,0,0.0
905,"SELECT COUNT(*) FROM part p,partsupp ps WHERE p.p_partkey=ps.ps_partkey AND p.p_retailprice=1254.23 AND ps.ps_suppkey=4317;",0.003999999999999642,0,0.7950999997774488,0,0.0
906,"SELECT COUNT(*) FROM region r,nation n WHERE r.r_regionkey=n.n_regionkey AND n.n_regionkey=4;",5.0000000000000036,5,0.36470000031840755,0,0.0
907,"SELECT COUNT(*) FROM supplier s,partsupp ps WHERE s.s_suppkey=ps.ps_suppkey AND ps.ps_availqty>9504 AND s.s_nationkey=7 AND s.s_acctbal=8515.36;",3.972899999999848,0,0.9780000000318978,0,0.0
908,"SELECT COUNT(*) FROM orders o,customer c WHERE c.c_custkey=o.o_custkey AND o.o_totalprice=121777.86 AND c.c_acctbal=1023.99;",1.0,0,2.391900000475289,0,0.0
909,"SELECT COUNT(*) FROM customer c,orders o WHERE c.c_custkey=o.o_custkey AND o.o_totalprice=281924.49;",1.8476686048237583,1,2.456500000334927,0,0.0
910,"SELECT COUNT(*) FROM nation n,customer c WHERE n.n_nationkey=c.c_nationkey AND c.c_acctbal>1827.55;",111501.9999998779,111502,0.5799000000479282,0,0.0
911,"SELECT COUNT(*) FROM partsupp ps,part p WHERE p.p_partkey=ps.ps_partkey;",800000.0,800000,0.3065999999307678,0,0.0
912,"SELECT COUNT(*) FROM customer c,nation n WHERE n.n_nationkey=c.c_nationkey;",149999.99999999994,150000,0.28699999984382885,0,0.0
913,"SELECT COUNT(*) FROM partsupp ps,lineitem l WHERE ps.ps_id=l.l_ps_id AND ps.ps_availqty>9494 AND l.l_orderkey=1074818;",1.0,0,0.6317999996099388,0,0.0
914,"SELECT COUNT(*) FROM partsupp ps,lineitem l WHERE ps.ps_id=l.l_ps_id AND l.l_extendedprice=64506.6 AND l.l_tax>0.04 AND ps.ps_availqty<9931 AND l.l_quantity>18.0;",2.646377982070043,5,3.1120999992708676,0,0.0
915,"SELECT COUNT(*) FROM partsupp ps,lineitem l WHERE ps.ps_id=l.l_ps_id AND l.l_suppkey=347 AND l.l_partkey>25392 AND ps.ps_partkey<163986;",374.25819226010026,420,6.979799999498937,0,0.0
916,"SELECT COUNT(*) FROM region r,nation n WHERE r.r_regionkey=n.n_regionkey AND n.n_regionkey>4;",1.0,0,0.2977999993163394,0,0.0
917,"SELECT COUNT(*) FROM partsupp ps,supplier s WHERE s.s_suppkey=ps.ps_suppkey AND s.s_nationkey>10;",444160.0,444160,0.3528000006554066,0,0.0
918,"SELECT COUNT(*) FROM lineitem l,orders o WHERE o.o_orderkey=l.l_orderkey AND l.l_partkey>37218 AND l.l_tax=0.0 AND l.l_linenumber<2;",135334.21481568343,135355,2.0943999998053187,0,0.0
919,"SELECT COUNT(*) FROM customer c,nation n WHERE n.n_nationkey=c.c_nationkey;",149999.99999999994,150000,0.30160000005707843,0,0.0
920,"SELECT COUNT(*) FROM supplier s,nation n WHERE n.n_nationkey=s.s_nationkey AND n.n_regionkey<1 AND s.s_acctbal=8081.62;",0.19549999999999965,0,1.140299999860872,0,0.0
921,"SELECT COUNT(*) FROM customer c,nation n WHERE n.n_nationkey=c.c_nationkey;",149999.99999999994,150000,0.3440000000409782,0,0.0
922,"SELECT COUNT(*) FROM part p,partsupp ps WHERE p.p_partkey=ps.ps_partkey AND ps.ps_availqty<3361 AND ps.ps_supplycost>380.71 AND p.p_retailprice>1366.36;",105242.6396827968,105484,0.90970000019297,0,0.0
923,"SELECT COUNT(*) FROM nation n,region r WHERE r.r_regionkey=n.n_regionkey;",25.0,25,0.24920000032579992,0,0.0
924,"SELECT COUNT(*) FROM customer c,orders o WHERE c.c_custkey=o.o_custkey AND c.c_nationkey>16 AND o.o_totalprice=38830.77 AND c.c_acctbal>-947.92;",1.0,1,2.4554000001444365,0,0.0
925,"SELECT COUNT(*) FROM supplier s,nation n WHERE n.n_nationkey=s.s_nationkey;",10000.0,10000,0.25800000003073364,0,0.0
926,"SELECT COUNT(*) FROM region r,nation n WHERE r.r_regionkey=n.n_regionkey AND n.n_regionkey>3;",5.0000000000000036,5,0.43509999977686675,0,0.0
927,"SELECT COUNT(*) FROM lineitem l,partsupp ps WHERE ps.ps_id=l.l_ps_id AND ps.ps_supplycost=952.42;",96.01418294648965,74,0.6083000007492956,0,0.0
928,"SELECT COUNT(*) FROM orders o,customer c WHERE c.c_custkey=o.o_custkey AND c.c_acctbal<-517.69 AND c.c_nationkey<22;",58062.532822766465,58559,1.6674999997121631,0,0.0
929,"SELECT COUNT(*) FROM nation n,customer c WHERE n.n_nationkey=c.c_nationkey AND n.n_regionkey>2 AND c.c_acctbal>517.89;",51841.92057996098,51804,0.509099999362661,0,0.0
930,"SELECT COUNT(*) FROM partsupp ps,lineitem l WHERE ps.ps_id=l.l_ps_id AND l.l_partkey<74909 AND l.l_quantity<32.0 AND l.l_tax>0.0;",1234780.7837165126,1239585,4.75430000005872,0,0.0
931,"SELECT COUNT(*) FROM part p,partsupp ps WHERE p.p_partkey=ps.ps_partkey AND ps.ps_supplycost<681.5;",545304.0000000665,545304,0.577799999518902,0,0.0
932,"SELECT COUNT(*) FROM supplier s,nation n WHERE n.n_nationkey=s.s_nationkey AND s.s_acctbal=8853.41 AND n.n_regionkey>4;",0.04,0,1.5505000001212466,0,0.0
933,"SELECT COUNT(*) FROM region r,nation n WHERE r.r_regionkey=n.n_regionkey;",25.0,25,0.2511000002414221,0,0.0
934,"SELECT COUNT(*) FROM orders o,customer c WHERE c.c_custkey=o.o_custkey AND c.c_nationkey<10;",598640.348665923,601131,2.0117000003665453,0,0.0
935,"SELECT COUNT(*) FROM region r,nation n WHERE r.r_regionkey=n.n_regionkey AND n.n_regionkey=0;",4.99999999999999,5,0.3651999995781807,0,0.0
936,"SELECT COUNT(*) FROM nation n,customer c WHERE n.n_nationkey=c.c_nationkey AND n.n_regionkey<1 AND c.c_acctbal<5815.37;",18447.330346658302,18388,0.6566000001839711,0,0.0
937,"SELECT COUNT(*) FROM region r,nation n WHERE r.r_regionkey=n.n_regionkey;",25.0,25,0.265699999545177,0,0.0
938,"SELECT COUNT(*) FROM supplier s,partsupp ps WHERE s.s_suppkey=ps.ps_suppkey AND s.s_nationkey<18 AND ps.ps_partkey=92955 AND s.s_acctbal<5219.57 AND ps.ps_availqty=1980;",0.4052002699999672,0,0.9689999997135601,0,0.0
939,"SELECT COUNT(*) FROM lineitem l,partsupp ps WHERE ps.ps_id=l.l_ps_id;",6000776.911305,6001215,0.32470000041939784,0,0.0
940,"SELECT COUNT(*) FROM customer c,orders o WHERE c.c_custkey=o.o_custkey AND c.c_acctbal<8642.34 AND c.c_nationkey>5;",995354.2508841095,999634,1.7753000001903274,0,0.0
941,"SELECT COUNT(*) FROM part p,partsupp ps WHERE p.p_partkey=ps.ps_partkey;",800000.0,800000,0.2982000005431473,0,0.0
942,"SELECT COUNT(*) FROM region r,nation n WHERE r.r_regionkey=n.n_regionkey AND n.n_regionkey=1;",5.0,5,0.26370000068709487,0,0.0
943,"SELECT COUNT(*) FROM nation n,region r WHERE r.r_regionkey=n.n_regionkey AND n.n_regionkey<4;",19.999999999999996,20,0.2524999999877764,0,0.0
944,"SELECT COUNT(*) FROM partsupp ps,lineitem l WHERE ps.ps_id=l.l_ps_id AND l.l_discount<0.1 AND l.l_partkey<152167 AND ps.ps_suppkey<9760;",4044272.9562652,4050922,6.333999999696971,0,0.0
945,"SELECT COUNT(*) FROM lineitem l,partsupp ps WHERE ps.ps_id=l.l_ps_id AND l.l_suppkey<7390;",4431303.857939466,4434536,2.7513000004546484,0,0.0
946,"SELECT COUNT(*) FROM supplier s,partsupp ps WHERE s.s_suppkey=ps.ps_suppkey AND s.s_nationkey<4 AND ps.ps_supplycost<764.46 AND s.s_acctbal<5580.86 AND ps.ps_availqty>2045 AND ps.ps_partkey<53338;",12743.637433449569,12944,1.081299999896146,0,0.0
947,"SELECT COUNT(*) FROM region r,nation n WHERE r.r_regionkey=n.n_regionkey;",25.0,25,0.3606999998737592,0,0.0
948,"SELECT COUNT(*) FROM region r,nation n WHERE r.r_regionkey=n.n_regionkey AND n.n_regionkey>4;",1.0,0,0.2750000003288733,0,0.0
949,"SELECT COUNT(*) FROM nation n,region r WHERE r.r_regionkey=n.n_regionkey AND n.n_regionkey>2;",10.000000000000004,10,0.25290000030508963,0,0.0
950,"SELECT COUNT(*) FROM customer c,nation n WHERE n.n_nationkey=c.c_nationkey AND c.c_acctbal>4874.57;",69674.99999994888,69675,0.5075999997643521,0,0.0
951,"SELECT COUNT(*) FROM orders o,customer c WHERE c.c_custkey=o.o_custkey AND c.c_nationkey<21 AND c.c_acctbal>9253.26;",84314.60716153041,85733,1.6491999995196238,0,0.0
952,"SELECT COUNT(*) FROM customer c,orders o WHERE c.c_custkey=o.o_custkey AND c.c_acctbal<2346.86 AND c.c_nationkey<20 AND o.o_totalprice<3684.45;",1771.611728691453,2327,2.5110999995376915,0,0.0
953,"SELECT COUNT(*) FROM lineitem l,partsupp ps WHERE ps.ps_id=l.l_ps_id AND l.l_quantity<42.0 AND l.l_orderkey>1437671 AND ps.ps_partkey>178674 AND ps.ps_availqty=358 AND l.l_suppkey=8354;",1.0,0,5.962100000033388,0,0.0
954,"SELECT COUNT(*) FROM customer c,orders o WHERE c.c_custkey=o.o_custkey AND c.c_acctbal<9176.52 AND c.c_nationkey=3;",55714.19752367308,56019,1.8140000001949375,0,0.0
955,"SELECT COUNT(*) FROM partsupp ps,lineitem l WHERE ps.ps_id=l.l_ps_id AND l.l_extendedprice<80164.04;",5718116.398869752,5719473,1.5821999995750957,0,0.0
956,"SELECT COUNT(*) FROM lineitem l,partsupp ps WHERE ps.ps_id=l.l_ps_id;",6000776.911305,6001215,0.2268999996886123,0,0.0
957,"SELECT COUNT(*) FROM nation n,customer c WHERE n.n_nationkey=c.c_nationkey;",149999.99999999994,150000,0.2875000000130967,0,0.0
958,"SELECT COUNT(*) FROM lineitem l,partsupp ps WHERE ps.ps_id=l.l_ps_id;",6000776.911305,6001215,0.22540000009030337,0,0.0
959,"SELECT COUNT(*) FROM partsupp ps,part p WHERE p.p_partkey=ps.ps_partkey;",800000.0,800000,0.378400000045076,0,0.0
960,"SELECT COUNT(*) FROM partsupp ps,lineitem l WHERE ps.ps_id=l.l_ps_id AND l.l_quantity>31.0;",2281255.4849896687,2282224,0.25769999956537504,0,0.0
961,"SELECT COUNT(*) FROM region r,nation n WHERE r.r_regionkey=n.n_regionkey AND n.n_regionkey<0;",1.0,0,0.25460000051680254,0,0.0
962,"SELECT COUNT(*) FROM region r,nation n WHERE r.r_regionkey=n.n_regionkey AND n.n_regionkey=0;",4.99999999999999,5,0.2598000000944012,0,0.0
963,"SELECT COUNT(*) FROM orders o,lineitem l WHERE o.o_orderkey=l.l_orderkey AND o.o_custkey>57215 AND l.l_quantity>25.0;",1856858.0103705593,1858332,1.5935000001263688,0,0.0
964,"SELECT COUNT(*) FROM region r,nation n WHERE r.r_regionkey=n.n_regionkey AND n.n_regionkey=2;",5.0,5,0.34300000061193714,0,0.0
965,"SELECT COUNT(*) FROM supplier s,nation n WHERE n.n_nationkey=s.s_nationkey;",10000.0,10000,0.2843000002030749,0,0.0
966,"SELECT COUNT(*) FROM partsupp ps,part p WHERE p.p_partkey=ps.ps_partkey AND p.p_retailprice=1191.28 AND ps.ps_supplycost<764.66 AND ps.ps_suppkey<647 AND ps.ps_availqty>9175;",0.16353459921779692,0,0.9546000001137145,0,0.0
967,"SELECT COUNT(*) FROM part p,partsupp ps WHERE p.p_partkey=ps.ps_partkey AND ps.ps_availqty>3527 AND ps.ps_suppkey>1846 AND p.p_retailprice=1652.61;",21.140796064159908,21,0.8521999998265528,0,0.0
968,"SELECT COUNT(*) FROM customer c,orders o WHERE c.c_custkey=o.o_custkey AND o.o_totalprice=69337.96;",1.0,1,2.7917999996134313,0,0.0
969,"SELECT COUNT(*) FROM customer c,nation n WHERE n.n_nationkey=c.c_nationkey;",149999.99999999994,150000,0.3226999997423263,0,0.0
970,"SELECT COUNT(*) FROM customer c,orders o WHERE c.c_custkey=o.o_custkey;",1492928.7820055387,1500000,0.23710000004939502,0,0.0
971,"SELECT COUNT(*) FROM nation n,region r WHERE r.r_regionkey=n.n_regionkey AND n.n_regionkey=4;",5.0000000000000036,5,0.2554000002419343,0,0.0
972,"SELECT COUNT(*) FROM partsupp ps,lineitem l WHERE ps.ps_id=l.l_ps_id AND l.l_extendedprice=30423.03 AND l.l_orderkey<4676326 AND l.l_discount>0.1 AND l.l_suppkey=5549 AND l.l_partkey>125211;",1.0,0,6.264300000111689,0,0.0
973,"SELECT COUNT(*) FROM partsupp ps,part p WHERE p.p_partkey=ps.ps_partkey AND p.p_size<37 AND p.p_retailprice>1879.92;",69084.73299999315,69004,0.7627999993928825,0,0.0
974,"SELECT COUNT(*) FROM partsupp ps,part p WHERE p.p_partkey=ps.ps_partkey AND ps.ps_suppkey=8083;",79.99999999995724,80,0.4902000000583939,0,0.0
975,"SELECT COUNT(*) FROM nation n,region r WHERE r.r_regionkey=n.n_regionkey;",25.0,25,0.25610000011511147,0,0.0
976,"SELECT COUNT(*) FROM orders o,lineitem l WHERE o.o_orderkey=l.l_orderkey AND l.l_discount<0.04 AND o.o_totalprice>248087.50 AND l.l_tax=0.08 AND o.o_custkey=141463;",1.0,0,0.9477000003244029,0,0.0
977,"SELECT COUNT(*) FROM orders o,customer c WHERE c.c_custkey=o.o_custkey;",1492928.7820055387,1500000,0.24589999975432875,0,0.0
978,"SELECT COUNT(*) FROM nation n,region r WHERE r.r_regionkey=n.n_regionkey;",25.0,25,0.25439999990339857,0,0.0
979,"SELECT COUNT(*) FROM orders o,customer c WHERE c.c_custkey=o.o_custkey;",1492928.7820055387,1500000,0.23330000021815067,0,0.0
980,"SELECT COUNT(*) FROM orders o,lineitem l WHERE o.o_orderkey=l.l_orderkey AND o.o_totalprice=74331.20 AND l.l_linenumber<2 AND l.l_partkey>151943 AND l.l_extendedprice>39134.34;",1.0,0,3.264199999648554,0,0.0
981,"SELECT COUNT(*) FROM orders o,customer c WHERE c.c_custkey=o.o_custkey;",1492928.7820055387,1500000,0.2341999997952371,0,0.0
982,"SELECT COUNT(*) FROM partsupp ps,supplier s WHERE s.s_suppkey=ps.ps_suppkey AND s.s_acctbal<4896.22 AND ps.ps_availqty>5025 AND ps.ps_supplycost=678.31 AND s.s_nationkey<9 AND ps.ps_partkey<21715;",0.19363249999998478,0,1.0354000005463604,0,0.0
983,"SELECT COUNT(*) FROM region r,nation n WHERE r.r_regionkey=n.n_regionkey;",25.0,25,0.2510999993319274,0,0.0
984,"SELECT COUNT(*) FROM lineitem l,orders o WHERE o.o_orderkey=l.l_orderkey AND l.l_extendedprice<50700.6 AND l.l_discount<0.06 AND o.o_custkey<43036 AND l.l_quantity>20.0;",275529.8710821077,274947,2.30939999983093,0,0.0
985,"SELECT COUNT(*) FROM region r,nation n WHERE r.r_regionkey=n.n_regionkey;",25.0,25,0.2523000002838671,0,0.0
986,"SELECT COUNT(*) FROM lineitem l,orders o WHERE o.o_orderkey=l.l_orderkey AND l.l_partkey>6551 AND l.l_suppkey>7330 AND l.l_linenumber=6 AND l.l_tax>0.05 AND l.l_quantity>44.0;",4431.603340916358,4420,3.300899999885587,0,0.0
987,"SELECT COUNT(*) FROM region r,nation n WHERE r.r_regionkey=n.n_regionkey;",25.0,25,0.2658000003066263,0,0.0
988,"SELECT COUNT(*) FROM customer c,orders o WHERE c.c_custkey=o.o_custkey AND c.c_acctbal=5067.17;",11.967081033300307,19,1.5452000006916933,0,0.0
989,"SELECT COUNT(*) FROM part p,partsupp ps WHERE p.p_partkey=ps.ps_partkey AND ps.ps_availqty>9853;",11755.999999999298,11756,0.47199999971780926,0,0.0
990,"SELECT COUNT(*) FROM part p,partsupp ps WHERE p.p_partkey=ps.ps_partkey AND ps.ps_supplycost<44.49 AND ps.ps_availqty<2840 AND ps.ps_suppkey<9937;",9692.675538124766,9750,1.487499999711872,0,0.0
991,"SELECT COUNT(*) FROM nation n,customer c WHERE n.n_nationkey=c.c_nationkey AND n.n_regionkey=1 AND c.c_acctbal=5688.03;",0.19968000000018613,0,0.692200000230514,0,0.0
992,"SELECT COUNT(*) FROM orders o,lineitem l WHERE o.o_orderkey=l.l_orderkey AND l.l_partkey<147213 AND l.l_tax<0.05;",2453059.9340355666,2452927,0.6603000001632608,0,0.0
993,"SELECT COUNT(*) FROM customer c,nation n WHERE n.n_nationkey=c.c_nationkey AND c.c_acctbal=7127.72;",1.0,1,0.4977999997208826,0,0.0
994,"SELECT COUNT(*) FROM region r,nation n WHERE r.r_regionkey=n.n_regionkey;",25.0,25,0.2776000001176726,0,0.0
995,"SELECT COUNT(*) FROM partsupp ps,supplier s WHERE s.s_suppkey=ps.ps_suppkey AND s.s_acctbal<5410.75 AND ps.ps_availqty<8486 AND s.s_nationkey=10 AND ps.ps_supplycost<450.73 AND ps.ps_partkey<173518;",6056.264074865045,5696,1.322000000072876,0,0.0
996,"SELECT COUNT(*) FROM partsupp ps,lineitem l WHERE ps.ps_id=l.l_ps_id AND l.l_quantity>44.0 AND ps.ps_availqty<3706 AND ps.ps_supplycost>119.53;",235274.0136829709,234633,1.63310000061756,0,0.0
997,"SELECT COUNT(*) FROM customer c,nation n WHERE n.n_nationkey=c.c_nationkey AND c.c_acctbal=6704.37 AND n.n_regionkey>4;",0.03999999999999998,0,0.49559999933990184,0,0.0
998,"SELECT COUNT(*) FROM nation n,customer c WHERE n.n_nationkey=c.c_nationkey AND c.c_acctbal=1066.12;",1.000000000001762,1,0.588400000196998,0,0.0
999,"SELECT COUNT(*) FROM orders o,customer c WHERE c.c_custkey=o.o_custkey AND c.c_nationkey<22 AND o.o_totalprice>86527.40;",944133.0930119143,945657,2.759100000730541,0,0.0
1000,"SELECT COUNT(*) FROM supplier s,nation n WHERE n.n_nationkey=s.s_nationkey;",10000.0,10000,0.3133999998681247,0,0.0
1001,"SELECT COUNT(*) FROM lineitem l,orders o WHERE o.o_orderkey=l.l_orderkey AND l.l_partkey>198922 AND l.l_discount>0.05 AND o.o_totalprice<88121.86 AND l.l_quantity>1.0;",1849.6240082116403,1708,1.8246999998154934,0,0.0
1002,"SELECT COUNT(*) FROM region r,nation n WHERE r.r_regionkey=n.n_regionkey AND n.n_regionkey<4;",19.999999999999996,20,0.2595999994809972,0,0.0
1003,"SELECT COUNT(*) FROM partsupp ps,lineitem l WHERE ps.ps_id=l.l_ps_id;",6000776.911305,6001215,0.21770000057586003,0,0.0
1004,"SELECT COUNT(*) FROM supplier s,partsupp ps WHERE s.s_suppkey=ps.ps_suppkey AND ps.ps_supplycost>645.11 AND s.s_nationkey=2;",11267.05850000482,11349,1.0300000003553578,0,0.0
1005,"SELECT COUNT(*) FROM customer c,nation n WHERE n.n_nationkey=c.c_nationkey;",149999.99999999994,150000,0.3409999999348656,0,0.0
1006,"SELECT COUNT(*) FROM region r,nation n WHERE r.r_regionkey=n.n_regionkey AND n.n_regionkey<2;",9.99999999999999,10,0.25120000009337673,0,0.0
1007,"SELECT COUNT(*) FROM part p,partsupp ps WHERE p.p_partkey=ps.ps_partkey;",800000.0,800000,0.27259999933448853,0,0.0
1008,"SELECT COUNT(*) FROM lineitem l,orders o WHERE o.o_orderkey=l.l_orderkey AND l.l_extendedprice<22511.52;",1814982.9999999658,1814983,1.3534999998228159,0,0.0
1009,"SELECT COUNT(*) FROM partsupp ps,lineitem l WHERE ps.ps_id=l.l_ps_id;",6000776.911305,6001215,0.261599999248574,0,0.0
1010,"SELECT COUNT(*) FROM customer c,orders o WHERE c.c_custkey=o.o_custkey AND o.o_totalprice=13316.36;",5.3168041343900025,1,2.3835000001781737,0,0.0
1011,"SELECT COUNT(*) FROM nation n,customer c WHERE n.n_nationkey=c.c_nationkey AND c.c_acctbal<3016.67 AND n.n_regionkey<2;",21881.534826663457,21806,0.5209999999351567,0,0.0
1012,"SELECT COUNT(*) FROM part p,partsupp ps WHERE p.p_partkey=ps.ps_partkey AND ps.ps_suppkey>7357 AND p.p_retailprice=1649.67 AND ps.ps_supplycost>308.88 AND ps.ps_availqty>3173 AND p.p_size>15;",3.4907547198817146,4,0.9744999997565174,0,0.0
1013,"SELECT COUNT(*) FROM orders o,customer c WHERE c.c_custkey=o.o_custkey AND o.o_custkey>95314;",542207.8993830233,547233,1.7501000002084766,0,0.0
1014,"SELECT COUNT(*) FROM supplier s,nation n WHERE n.n_nationkey=s.s_nationkey AND n.n_regionkey<0 AND s.s_acctbal=1367.90;",0.04,0,0.5422000003818539,0,0.0
1015,"SELECT COUNT(*) FROM lineitem l,partsupp ps WHERE ps.ps_id=l.l_ps_id AND l.l_partkey>69504 AND l.l_orderkey=5984224;",3.922029623794544,5,2.6734000002761604,0,0.0
1016,"SELECT COUNT(*) FROM nation n,customer c WHERE n.n_nationkey=c.c_nationkey AND n.n_regionkey<4;",120095.99999999994,120096,0.2994999995280523,0,0.0
1017,"SELECT COUNT(*) FROM supplier s,nation n WHERE n.n_nationkey=s.s_nationkey;",10000.0,10000,0.2520000007280032,0,0.0
1018,"SELECT COUNT(*) FROM region r,nation n WHERE r.r_regionkey=n.n_regionkey;",25.0,25,0.357599999915692,0,0.0
1019,"SELECT COUNT(*) FROM partsupp ps,part p WHERE p.p_partkey=ps.ps_partkey AND ps.ps_suppkey>5413 AND ps.ps_availqty<9810 AND p.p_retailprice>969.00;",355611.0857186058,355614,0.9436000000278,0,0.0
1020,"SELECT COUNT(*) FROM partsupp ps,part p WHERE p.p_partkey=ps.ps_partkey AND ps.ps_availqty>2413 AND p.p_retailprice<993.00 AND ps.ps_supplycost<987.21;",13102.799218919514,13118,0.8602999996583094,0,0.0
1021,"SELECT COUNT(*) FROM orders o,customer c WHERE c.c_custkey=o.o_custkey;",1492928.7820055387,1500000,0.22569999964616727,0,0.0
1022,"SELECT COUNT(*) FROM nation n,customer c WHERE n.n_nationkey=c.c_nationkey AND c.c_nationkey<10;",60077.00000000001,60077,0.4772000002049026,0,0.0
1023,"SELECT COUNT(*) FROM partsupp ps,part p WHERE p.p_partkey=ps.ps_partkey AND p.p_size>6 AND ps.ps_availqty>1875 AND ps.ps_suppkey>575 AND p.p_retailprice>1173.08 AND ps.ps_supplycost>553.22;",198960.81105145463,199049,1.1315000001559383,0,0.0
1024,"SELECT COUNT(*) FROM part p,partsupp ps WHERE p.p_partkey=ps.ps_partkey AND ps.ps_availqty=4280 AND p.p_retailprice<1742.80;",60.94936999999304,68,0.8182000001397682,0,0.0
1025,"SELECT COUNT(*) FROM partsupp ps,lineitem l WHERE ps.ps_id=l.l_ps_id AND l.l_linenumber=3 AND ps.ps_supplycost=331.03 AND l.l_quantity>42.0 AND ps.ps_partkey<1066;",1.0,0,5.002900000363297,0,0.0
1026,"SELECT COUNT(*) FROM customer c,orders o WHERE c.c_custkey=o.o_custkey AND c.c_nationkey=23 AND o.o_totalprice=101906.84;",1.0,0,2.4235000000771834,0,0.0
